shopid,lat,lng
57791353,39.90449174437676,116.63229445028502
76761325,39.982611435410284,116.3082403207582
69499106,39.90386876635705,116.63296901437592
2887423,39.86600863326236,116.65183810229799
70864936,39.90278535697295,116.63458645847818
16458740,39.85731860041342,116.38908181605206
27489486,40.04789841263731,116.58581098006563
76836306,39.8400196027183,116.36502727691517
79470392,39.93057518818674,116.68777859548312
48107222,39.90388596179326,116.6367253156246
73592799,39.91700878786883,116.58977882044032
45420564,39.82049762098977,116.3300980938449
70447473,39.92409458218043,116.60343277133055
76078673,39.89850631712336,116.47989725187801
13659660,39.92381931669095,116.63336368356079
68169954,39.924988260989565,116.6019089878596
80619375,39.97451062727278,116.48447490688041
90960293,39.84174875273778,116.39176568164538
5540043,39.81760252539676,116.32763208884236
48046136,39.84455900719651,116.43881778437247
59249499,39.904053950232694,116.63609578422111
90015100,39.92448401772829,116.63354319471587
24795814,39.90576591586591,116.62718222012094
69733501,39.904222677901856,116.63751937869928
15181789,39.89937791439543,116.63874201585794
67949051,39.90076096020019,116.63743999262022
66111997,39.96405588117368,116.53690600665074
90006363,39.902340030658856,116.63481099404574
22481414,39.90472385820156,116.64044816483049
66760361,39.89894459707914,116.4928600308413
57447520,39.903881435013,116.63642702331818
76660897,39.9441356127933,116.29777401451719
79617156,39.866594232974954,116.46306244895037
22026439,39.905613819518344,116.63084251368647
67877916,39.90232016380246,116.63600920010025
57481228,39.82631587389024,116.318283446219
76820818,39.90145485220657,116.6518626807067
77476249,39.9211481826249,116.52258126962036
82881580,39.90397673247667,116.63365145567538
3227980,39.92209915434717,116.63351854243176
58685726,40.04609910079779,116.40351041143659
59132408,39.951920162994945,116.36581796764602
83531844,39.86663623032561,116.52661706279869
76081954,39.850008305341,116.43214422781662
69396336,39.89990325766554,116.51820305288857
69920582,39.904241713882605,116.63624042021428
79213493,39.90346666373611,116.6356578845586
69419180,39.90397168302467,116.63235138680123
66648795,40.028184978235075,116.43056842188228
76897301,39.90165806857927,116.6279431571395
90560026,39.87975643665149,116.66838781969838
69045356,39.892507013281055,116.64871529128058
50389012,39.93066418108724,116.6877805791461
14718782,39.90161461483638,116.65198732051302
40017037,39.91146857724054,116.5551955503743
67503725,39.903880356497545,116.63324139799468
8993852,39.91315606767488,116.63703245032937
90451063,39.85013988118525,116.52729723206735
3641590,39.92706563075697,116.51022145003586
25042206,39.896108117137864,116.45766213211232
20671374,39.920621930127304,116.63370729357594
14709163,39.90429367189928,116.62590497387856
74623135,39.92007839628778,116.42774678356815
66389214,39.904057400324106,116.63452145289683
19263719,39.90424266210087,116.63624083016124
69212271,39.83273078608656,116.38115059370952
69525413,39.94913986224131,116.6485757040066
66902482,39.90400466083712,116.63236535160304
80620052,39.92939836173445,116.46757698523253
76914473,39.880042329270736,116.66583806112375
48391060,39.93043079685679,116.46169088397538
40396513,39.9249857550306,116.63370277014252
90029320,39.91204171704846,116.18963424930638
81000462,39.82876311372012,116.35346886905191
80528850,39.9128082905053,116.63302579391934
28634893,39.903875312082,116.63650483985882
24966941,39.887908964966776,116.65268110544872
21992833,39.92087505390957,116.63427496366764
2960179,39.9062093995272,116.65838399056202
90286046,39.901018657281476,116.66307335166675
19572797,39.89803392924713,116.63564457996199
66761025,39.89342465238985,116.49849605638049
5291482,39.90648854092863,116.65830318351367
67227774,39.82617101434122,116.31873642884857
79606050,39.91527243188173,116.63922090011727
57293390,39.8870956324398,116.63290720214864
22211704,39.90474826443366,116.63260971424056
66432359,39.904211646641386,116.63500531485728
76958634,39.912756528536825,116.64280126253715
44175190,39.90342252198596,116.63574967486765
77447078,39.90307371524528,116.63627248736904
24308049,39.93561899041675,116.34186748135949
23607522,39.90540780086597,116.63356447863796
80992254,39.901117018465065,116.63676755397245
57010657,39.937407141832445,116.67825173413833
67604146,39.91249868162678,116.59961725352993
5149840,39.87410173737403,116.34186229054647
79262121,39.91282982379217,116.6420401835254
69615268,39.90408420355938,116.21988980919595
69219400,39.92223606104614,116.63357639416711
67847402,39.899227255698904,116.53461340273859
5541013,39.93917954969401,116.41118947441804
68972629,39.92409425638669,116.65002090000218
69105438,39.959293267671605,116.46036188761514
65480867,39.880369084983236,116.65495675237575
66160106,39.89870322614791,116.63543498813253
65770431,39.905475172460214,116.6402395902155
65931099,39.92912646754528,116.6350820887232
75149549,39.893145795871966,116.49820398817644
68930285,39.90366670231795,116.6336804276032
27522412,39.90440042421011,116.63704848348061
62792514,39.90552060425122,116.63099419423425
66966328,39.911604201634546,116.64813549439789
82685350,39.912350790829315,116.59931148280108
4516427,40.037539126206845,116.36621297416559
68127678,39.82733721517547,116.35478065745072
90493315,39.92972345109208,116.6363540333425
74609823,40.0038439680057,116.26181141459128
68125976,39.892222089098404,116.57846249605872
76407388,39.90379863809736,116.63566482770312
80529599,39.904821149920984,116.64086910509367
76753341,39.90106788120058,116.66295568042551
80615850,39.90379976314499,116.6323025168275
68961259,39.83798700553478,116.37816561910701
3215671,39.984951686449456,116.48565405092116
20840892,39.8996911323115,116.51780441498845
77446893,39.903928937865935,116.63546926916725
32585480,39.90388275967135,116.63622150874664
3214300,39.91208917555634,116.63823668695099
79618429,39.88818398133913,116.5623334748686
75136115,40.0523799822458,116.29586512512275
59443178,39.9068305731851,116.6697406125476
24958437,40.05519098043913,116.40699528124033
57662301,39.90399880608791,116.63682007660226
67405084,39.903709295681175,116.63524581716456
59061894,39.90213803305722,116.48531607575215
90100560,39.89433908230714,116.6387805386322
44275876,39.90348254745542,116.63509020685706
76831488,39.91874070198725,116.45025075157423
73590735,39.90564967856332,116.57310009152033
69212412,39.90372714059114,116.63338908223314
69509141,39.91821160154712,116.67155702714801
79445153,39.903545599687234,116.63242028500373
19340910,39.90249836126962,116.63056250261582
66902078,39.890757060534,116.35066229802683
57565475,39.90403790908359,116.63675422834963
76860704,39.85286717507673,116.46275012301183
76858719,39.90451191631904,116.63489289590264
83611892,39.89622588976584,116.46575886850569
66321234,39.90187652299053,116.6563103377947
66362845,39.90100696954967,116.63616998198977
69128341,39.91518988543317,116.46718440305774
57519377,39.90430640832187,116.63643195965705
68137504,39.52448809486461,116.65713015180202
67834912,39.90362312148014,116.63471505908863
90505147,39.93647285337645,116.1821206499844
66829820,39.94681044179292,116.39863242411855
63168462,39.89982606232882,116.52294608660108
66746933,39.90707991111119,116.6575681757681
5306112,39.907254481074034,116.66302073165375
68062291,39.92225556071633,116.50633681805603
68062571,39.90160287896924,116.49198839473034
67406185,39.90420265251712,116.63691083569877
56934781,39.887908964966776,116.65268110544872
66767157,39.92502801746587,116.49672445535091
21342192,39.9055478308063,116.65606058275269
57043194,39.867274709749694,116.52720986782926
56851392,39.92081016594662,116.64681885522428
22241024,39.89061088242594,116.62916893870089
56863415,39.92083464416511,116.64711108027514
79605028,39.89405817068908,116.63994970517425
79368777,39.916828501470846,116.43719583460533
67650597,39.894233136834046,116.4600420174485
79368075,39.916828501470846,116.43719583460533
18693142,39.91958467959271,116.4264725522546
32375402,39.907131207966984,116.56936826973738
3875764,39.90102162743559,116.635750965423
5216109,39.891950338869115,116.63683052527799
6526138,39.89967862643126,116.45833783660942
20929067,39.90430935696142,116.63454237386446
67377426,39.904030262545355,116.63653175714262
32343696,39.93944495730548,116.41886616020736
77262349,39.90073776830801,116.65192559699373
67522855,39.90546569478227,116.63931985854812
77240908,39.92884358240934,116.67873943618521
79422773,39.903704955940896,116.63284730834799
80617589,39.891754590529274,116.49274849716804
67384578,39.84472701378195,116.42037028566001
35560004,39.9038125261709,116.63379215514938
66915026,39.91354993113569,116.6345572098142
66801385,39.922359993594576,116.63427378472966
2450746,39.90679410505721,116.64830563152601
68929444,39.90173825214239,116.34252737900718
66458081,40.04773504366864,116.58922700385956
15916123,40.12173001729302,116.6394519277564
47684044,39.92742268034915,116.60064869153344
32654848,39.90424266955885,116.63235235154472
82880740,39.95237815349545,116.36181288449872
54036841,39.90747406124564,116.6378132743161
69111063,39.9037390797504,116.63276349255105
90599175,39.896250428366635,116.45262283531268
74093093,39.902019105048396,116.63477212321854
69123490,39.876105950158916,116.66717672692626
77491601,39.82860750014602,116.34822194770754
69822759,39.933462640557075,116.68574665265517
5531571,39.902687641916145,116.63036091584054
59290961,39.88335605667,116.67903326313264
79665067,39.90454025922521,116.63777073577604
568559,39.90540435913916,116.63830334383314
58811009,39.90062447404413,116.55546136634807
70507881,39.89159749364,116.646798494879
43560701,39.8958296585661,116.45828113861975
76987113,39.89364450825933,116.64617288927485
57506344,39.88788201809675,116.63715225604973
75097315,39.90433309679711,116.63137949515874
50478198,39.91170773427401,116.67904571063444
90528630,39.90412210831907,116.42312891189961
39313031,39.90360471851917,116.63233846047414
2131111,39.911551550471586,116.6506976106354
73423387,39.90487631209726,116.63647678385266
24636815,39.903935283339116,116.63588728919379
65314045,39.904512266894976,116.63776674879783
19801024,39.878166534140156,116.3184515445854
79273405,40.03604879269659,116.30341992838217
67265281,39.894441880887975,116.46721811616679
79445937,39.90242779279002,116.63624163918924
19609488,39.88847019905076,116.65254042227949
67644590,39.903876789935126,116.6329530493615
58477186,39.92507242950571,116.59378184520709
9020703,39.9128465024293,116.6445497633234
90335778,39.90053337543819,116.62848516670257
50381490,39.89703583309972,116.49291045831222
68066402,39.8767449538454,116.2725650546871
83437823,39.902226898705,116.50891173738427
90403191,39.85223639964846,116.46992384359952
79423535,39.90375039172079,116.63582346167688
80621575,39.93510129558253,116.66718540870245
66401182,39.9121081676957,116.63444364785752
90036749,39.92080015216298,116.64682683539769
80993192,39.91242610550713,116.6338210363663
67406089,39.90374783003854,116.63293011676491
511237,39.92949873738591,116.42896586309067
2693506,39.92486980523531,116.63367285248522
22464765,39.93252417779448,116.42334164113197
68124944,39.53559354078488,116.70054871896109
24972102,40.13296608288852,116.5803261350361
67798365,39.87649349363228,116.27483948569092
79419215,39.90265553490721,116.65254566395225
68189270,39.90344419265135,116.6326966785655
